2.627848243713378906e+01,-1.168778800964355469e+01
1.196443080902099609e+00,-3.588143157958984375e+01
1.180252456665039062e+01,1.399358463287353516e+01
-1.553639411926269531e+01,2.017971038818359375e+01
-1.906391739845275879e+00,-7.382989406585693359e+00
-9.964217185974121094e+00,1.067154645919799805e+00
1.969230842590332031e+01,-3.040993881225585938e+01
6.563729763031005859e+00,6.514587402343750000e+00
-2.955742263793945312e+01,1.849960899353027344e+01
-1.957343482971191406e+01,-4.646949005126953125e+01
-3.834095001220703125e+01,6.785398483276367188e+00
-1.546238327026367188e+01,-2.035377311706542969e+01
-1.784277915954589844e+01,5.007853984832763672e+00
-1.659933471679687500e+01,-2.105136680603027344e+01
-1.423675060272216797e+01,3.759017181396484375e+01
-1.664861297607421875e+01,3.673331451416015625e+01
3.874391555786132812e+01,-1.326010036468505859e+01
-1.455719470977783203e+01,3.841927337646484375e+01
-1.331300735473632812e+01,3.794915008544921875e+01
2.058687400817871094e+01,1.227718067169189453e+01
-1.030161952972412109e+01,-1.591294384002685547e+01
-2.119641304016113281e+01,4.253714370727539062e+01
-1.515561294555664062e+01,3.761023712158203125e+01
-4.943317890167236328e+00,-4.518228149414062500e+01
2.905304145812988281e+01,2.460606098175048828e-01
3.894872665405273438e+01,6.920913696289062500e+00
-4.632828903198242188e+01,-7.548387050628662109e+00
-2.581702041625976562e+01,-2.974123382568359375e+01
7.576140403747558594e+00,3.986032104492187500e+01
3.943650054931640625e+01,-1.332615280151367188e+01
-1.330611991882324219e+01,9.948796272277832031e+00
4.172814559936523438e+01,-5.016669273376464844e+00
-6.811849117279052734e+00,-4.048573303222656250e+01
-4.204929351806640625e+01,-1.736878037452697754e+00
-1.489929008483886719e+01,1.068154692649841309e+00
1.088994979858398438e+01,-3.761088943481445312e+01
6.895181179046630859e+00,-2.823366355895996094e+01
-1.176655483245849609e+01,-3.943902969360351562e+01
1.616134643554687500e+01,1.827053833007812500e+01
-1.307642650604248047e+01,2.000273513793945312e+01
2.002645683288574219e+01,-7.836534976959228516e+00
-3.856728363037109375e+01,-1.011900329589843750e+01
-1.462942218780517578e+01,3.954734039306640625e+01
1.615694618225097656e+01,3.362768411636352539e+00
4.547248077392578125e+01,6.260454177856445312e+00
-9.505867004394531250e+00,-4.778860473632812500e+01
2.129579037427902222e-01,-3.215733051300048828e+00
1.392940330505371094e+01,-2.918861961364746094e+01
-2.054752731323242188e+01,-2.234327125549316406e+01
-3.155649185180664062e+01,3.117400169372558594e+00
3.187822723388671875e+01,-7.827103137969970703e+00
-1.483260536193847656e+01,-2.342934608459472656e+01
-3.179796981811523438e+01,-1.723151445388793945e+00
-1.466879749298095703e+01,-2.721762275695800781e+01
-2.669794654846191406e+01,1.375365447998046875e+01
-5.859045028686523438e+00,1.663831710815429688e+01
-2.638971900939941406e+01,1.513490796089172363e+00
3.021612548828125000e+01,-3.844420433044433594e+00
-4.030619430541992188e+01,-2.122745895385742188e+01
-9.372262001037597656e+00,9.806961059570312500e+00
-3.339365386962890625e+01,6.187925338745117188e+00
6.298213958740234375e+00,1.971689987182617188e+01
-4.266648483276367188e+01,-7.904459953308105469e+00
6.867059707641601562e+00,-3.863502120971679688e+01
-2.274413871765136719e+01,6.293505668640136719e+00
1.079965496063232422e+01,-4.272003555297851562e+01
-4.377137124538421631e-01,-1.449663639068603516e+01
2.994585609436035156e+01,3.608604049682617188e+01
-3.299811935424804688e+01,1.121438622474670410e+00
1.503951661288738251e-02,3.164879989624023438e+01
-1.540223789215087891e+01,8.479514122009277344e+00
2.935634613037109375e+01,3.461298751831054688e+01
-3.947180271148681641e+00,-3.053645706176757812e+01
-2.127799415588378906e+01,-1.768629646301269531e+01
4.755114078521728516e+00,1.488469600677490234e+01
-2.747318840026855469e+01,-3.622502982616424561e-01
-1.852886378765106201e-02,-3.752409362792968750e+01
7.945864200592041016e+00,-1.990196228027343750e+01
5.819501399993896484e+00,2.970537567138671875e+01
-2.253025627136230469e+01,-9.365265846252441406e+00
-3.966691970825195312e+01,-9.016696929931640625e+00
-4.137145614624023438e+01,2.387052297592163086e+00
6.349699020385742188e+00,-6.390927314758300781e+00
1.410645389556884766e+01,-2.034068346023559570e+00
8.076069831848144531e+00,-4.093725967407226562e+01
2.632955741882324219e+01,6.014068126678466797e+00
-7.761076927185058594e+00,-1.144265651702880859e+01
1.309147548675537109e+01,2.046376466751098633e+00
1.007467508316040039e+00,-1.911449432373046875e+01
-1.243361473083496094e+01,-1.190289402008056641e+01
-2.405656242370605469e+01,1.401659107208251953e+01
-5.194855880737304688e+01,-5.431861281394958496e-01
9.749768257141113281e+00,-2.743589973449707031e+01
6.173247337341308594e+00,1.016469860076904297e+01
6.855659484863281250e+00,6.443239688873291016e+00
1.062838363647460938e+01,-1.397878074645996094e+01
-6.799132347106933594e+00,2.627181291580200195e+00
-4.328073501586914062e+00,1.019203090667724609e+01
3.354023218154907227e+00,-1.944157218933105469e+01
2.862182807922363281e+01,-2.216042518615722656e+00
-6.611474037170410156e+00,-3.102996587753295898e+00
-6.947535276412963867e-01,-1.213307952880859375e+01
1.221296215057373047e+01,2.430040931701660156e+01
-1.085054874420166016e+01,-1.478728199005126953e+01
-9.918896675109863281e+00,-2.130521583557128906e+01
-2.517180824279785156e+01,-1.783872413635253906e+01
1.845613121986389160e+00,7.400502681732177734e+00
-2.950287818908691406e+01,4.318124353885650635e-01
-1.231829547882080078e+01,-9.327347755432128906e+00
-2.329018974304199219e+01,-2.715990447998046875e+01
