X,Y,gid,Name,description,OBJECTID,SITE_NAME,OWNERSHIP,PROTECTION,TYPECODE,DISTRICT,ACRES,ADDRESS,ZonAgg,TypeLong,OS_Own_Jur,OS_Mngmnt,POS,PA,ALT_NAME,AgncyJuris,Shape_STArea__,Shape_STLength__,ShapeSTArea,ShapeSTLength,PARK_ID,REGION
-71.1459275735669,42.3409947650229,1,,,7819,Wilson Park,City of Boston,,1,Allston-Brighton,0.09717567,Off 1686 Commonwealth Ave.,Open Space District,"Malls, Squares & Plazas",NULL,,N,X,,PWD,0,0,4233.046875,256.730008206978,,PARK_Maintenance_Region 4
-71.1194006367011,42.3533289862346,2,,,7820,Nickerson Field,Private,,3,Allston-Brighton,6.34559501,,Institutional District,"Parks, Playgrounds & Athletic Fields",NULL,,N,N,Boston University Field,,0,0,276419.033203125,2104.70261133767,,INFO_Reallocation From Dept
-71.1253679912005,42.3595475575934,3,,,7821,Hooker-Sorrento Street Playground,City of Boston,A97,3,Allston-Brighton,1.00537799,120 Hooker Str.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,,X,X,,,0,0,43737.3503417969,852.844111747043,156,PARK_Maintenance_Region 4
-71.1312645373865,42.3646203963868,4,,,7822,Smith Playground,City of Boston,A97,3,Allston-Brighton,14.79771231,235 Western Ave.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,,X,X,,,0,0,654457.503417969,3624.89362066484,284,PARK_Maintenance_Region 4
-71.1332390025753,42.3595534466462,5,,,7823,Fern Square,City of Boston,A97,1,Allston-Brighton,0.04054316,Opposite 101 Franklin Str.,Open Space District,"Malls, Squares & Plazas",BPRD,,X,X,"James F. Collins Square, Franklin Square",,0,0,1938.69506835938,207.32053118648,115,PARK_Maintenance_Region 4
-71.1389069503518,42.3504923217505,6,,,7824,Ringer Playground,City of Boston,A97,3,Allston-Brighton,10.25585494,,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,,X,X,,,0,0,447031.286865234,3765.8295455568,259,PARK_Maintenance_Region 4
-71.1441503725877,42.3508920365734,7,,,7825,Kennedy Rock,Private,,6,Allston-Brighton,2.21054314,,Conservation Protection Subdistrict,Urban Wilds & Natural Areas,NULL,,N,N,,,0,0,96292.9716796875,1270.34974931215,,INFO_Reallocation From Dept
-71.1529963445175,42.3546591673514,8,,,7826,McKinney Playground,City of Boston,A97,3,Allston-Brighton,5.89138132,61-74 Faneuil Str.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,,X,X,,,0,0,256633.134277344,2170.12626814823,193,PARK_Maintenance_Region 4
-71.1613186945725,42.3555939553996,9,,,7827,Hobart Park,City of Boston,A97,3,Allston-Brighton,0.80884689,Opposite 18 Ranlegh Rd.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,,X,X,,,0,0,35233.9975585938,797.596802174583,154,PARK_Maintenance_Region 4
-71.1523147203686,42.3504499220379,10,,,7828,Market Street Burying Ground,City of Boston,Ch114S7/A97,4,Allston-Brighton,0.39534779,Opposite 381 Market Str.,Open Space District,Cemeteries & Burying Grounds,BPRD,,X,X,,,0,0,17221.6560058594,536.818225023078,188,PARK_Cemetery Maintenance Request
-71.1527554859874,42.3459329226573,11,,,7829,Jackson Square,City of Boston,A97,1,Allston-Brighton,0.12031326,Opposite 63 Chestnut Hill Ave,Open Space District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,Viola Square,BPRD,0,0,5240.93896484375,277.79032157111,162,PARK_Maintenance_Region 4
-71.0540644072971,42.3674063531568,53,,,7871,Foster Street Play Area,City of Boston,A97,3,Central Boston,0.10503572,,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,,X,X,,,0,0,4686.06884765625,298.407257360184,123,PARK_Maintenance_Region 1
-71.0955018422586,42.3410248819305,675,,,8504,Back Bay Fens,City of Boston,A97/NRHP/WPA,3,Fenway/Kenmore,70.92,"Bounded by Beacon St, Park Drive, The Fenway, Evans Way, Forsyth Way, Westland Ave",Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,"Includes Evans Way Park, Forsyth Park, Westland Avenue Gates",,0,0,3053367.00048828,22839.980434474,013,PARK_Maintenance_Region 3
-71.1534211373587,42.3373896376963,12,,,7830,Reilly Playground,Commonwealth of Massachusetts,A97,3,Allston-Brighton,6.96695306,,Open Space District,"Parks, Playgrounds & Athletic Fields",DCR,,X,X,,,0,0,303485.872070312,2550.50594927031,,INFO_Reallocation From Dept
-71.1663202399789,42.3395389752189,13,,,7831,Boyden Park,Commonwealth of Massachusetts,A97,1,Allston-Brighton,0.48179081,,Institutional District,"Malls, Squares & Plazas",DCR,,X,X,,,0,0,20987.1813964844,608.710018197829,,INFO_Reallocation From Dept
-71.1629004364309,42.3383705392243,14,,,7832,Evergreen Cemetery,City of Boston,Ch114S7/A97,4,Allston-Brighton,20.77215033,2060 Commonwealth Ave.,Open Space District,Cemeteries & Burying Grounds,BPRD,,X,X,,,0,0,904850.955322266,4005.02324136647,110,PARK_Cemetery Maintenance Request
-71.166189416349,42.3513834478666,15,,,7833,Hardiman Playground,City of Boston,A97,3,Allston-Brighton,1.47302947,Adair Road/Faneuil Str.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,,X,X,,,0,0,64166.3051757812,1064.40425971775,143,PARK_Maintenance_Region 4
-71.1565461951052,42.3453089712273,21,,,7839,Foster Street Hill,Private,,6,Allston-Brighton,3.40605727,,Conservation Protection Subdistrict,Urban Wilds & Natural Areas,NULL,,N,N,,,0,0,180392.190917969,2182.59222882929,,INFO_Reallocation From Dept
-71.1570433272494,42.3435129200048,22,,,7840,Foster Street Rock,Private,,6,Allston-Brighton,4.62718042,,Conservation Protection Subdistrict,Urban Wilds & Natural Areas,NULL,,N,N,,,0,0,201563.552978516,1942.77410531135,,INFO_Reallocation From Dept
-71.1640333337201,42.334792549887,23,,,7841,Boston College Athletic Fields,Private,,3,Allston-Brighton,9.72386143,,Institutional District,"Parks, Playgrounds & Athletic Fields",NULL,,N,N,,,0,0,423578.934326172,3571.94170207251,,INFO_Reallocation From Dept
-71.1614456005874,42.343142912674,16,,,7834,St John's Seminary,Private,,6,Allston-Brighton,59.97256943,,Conservation Protection Subdistrict,Urban Wilds & Natural Areas,NULL,,N,N,,,0,0,2612451.57006836,7708.71505086377,,INFO_Reallocation From Dept
-71.1647871629449,42.3476416427349,17,,,7835,The Cenacles,Private,A97/CR,6,Allston-Brighton,15.33969764,,Conservation Protection Subdistrict,Urban Wilds & Natural Areas,BCC,Private,X,X,,,0,0,668209.108642578,4949.19663121669,,INFO_Reallocation From Dept
-71.1594965673737,42.3476656058762,18,,,7836,Rogers Park,City of Boston,A97,3,Allston-Brighton,8.17116962,Adjacent to 91 Foster St,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,,X,X,Galvin Park,,0,0,355942.476074219,2579.29301487423,267,PARK_Maintenance_Region 4
-71.1475217170504,42.3426727538279,19,,,7837,Euston Path Rock,City of Boston,,6,Allston-Brighton,0.39015654,,Open Space District,Urban Wilds & Natural Areas,NULL,,N,N,,DND,0,0,16856.3525390625,546.238365048366,,INFO_Reallocation From Dept
-71.1665649055652,42.3569523693357,20,,,7838,Turnpike Overlook,MassDOT,,6,Allston-Brighton,3.15,,Open Space District,Urban Wilds & Natural Areas,NULL,,N,N,,,0,0,137407.734863281,3711.08977408256,,INFO_Reallocation From Dept
-71.0617906458151,42.3573237052488,41,,,7859,Granary Burying Ground,City of Boston,A97/NRHP/PR/BL,4,Back Bay/Beacon Hill,1.86,Opposite 110 Tremont,Open Space District,Cemeteries & Burying Grounds,BPRD,,X,X,,,0,0,80878.5754394531,1160.13387017951,137,PARK_Cemetery Maintenance Request
-71.1660814271316,42.345173147333,24,,,7842,Chandler Pond,City of Boston,A97/WPA,3,Allston-Brighton,18.90802906,Opposite 44 Lake Shore Rd,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,,X,X,Gallagher Mem. Park,,0,0,829074.681396484,4020.12458609247,128,PARK_Maintenance_Region 4
-71.0684398111261,42.31810776039,25,,,7843,Nonquit Green,Community Group/Nonprofit,Land Trust,1,Dorchester,0.35746179,,Residential District,"Malls, Squares & Plazas",NULL,Nonquit Street Nbhd Assn,N,X,,,0,0,17838.0144042969,548.713004068568,,INFO_Reallocation From Dept
-71.0580218642745,42.3193357771352,26,,,7844,Mullen Square,City of Boston,A97,1,Dorchester,0.22675059,Edison Green,Residential District,"Malls, Squares & Plazas",BPRD,,X,X,,,0,0,9877.4326171875,409.187268575578,210,PARK_Maintenance_Region 2
-71.0637400055204,42.3172123394747,27,,,7845,Dorchester North Burying Ground,City of Boston,Ch114S7/A97,4,Dorchester,3.30391727,,Commercial/Office/Business District,Cemeteries & Burying Grounds,BPRD,,X,X,,,0,0,143921.195800781,1827.53413869508,089,PARK_Cemetery Maintenance Request
-71.0673117396013,42.3605345714621,42,,,7860,Phillips Street Play Area,City of Boston,A97,3,Back Bay/Beacon Hill,0.11526636,Phillips Str.,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,,0,0,5021.09228515625,330.554053117488,237,PARK_Maintenance_Region 1
-71.0359339314743,42.3168291569903,28,,,7846,Calf Pasture,Commonwealth of Massachusetts,WPA/Ch91,3,Dorchester,7.44,,Institutional District,"Parks, Playgrounds & Athletic Fields",NULL,COM,N,X,Columbia Point,UMass Boston,0,0,324096.698242188,4005.45197164021,,INFO_Reallocation From Dept
-71.0604608884081,42.3077227090699,29,,,7847,Meetinghouse Hill Overlook,City of Boston,,6,Dorchester,0.40922366,,Residential District,Urban Wilds & Natural Areas,NULL,,N,N,,,0,0,14713.4497070312,760.88256952449,,PARK_Maintenance_Ground Maintenance
-71.0616427097543,42.3115521751524,30,,,7848,Downer Avenue Playground,City of Boston,A97,3,Dorchester,0.80889778,43 Downer Ave.,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,,X,X,,,0,0,33938.47265625,936.103549498646,092,PARK_Maintenance_Region 2
-71.0655633988138,42.3106302793823,31,,,7849,The Humps,City of Boston,,6,Dorchester,0.92720636,,Residential District,Urban Wilds & Natural Areas,NULL,,N,,,,0,0,40564.796875,985.573943574094,,INFO_Reallocation From Dept
-71.0687779487447,42.311054757205,32,,,7850,Quincy/Stanley Play Area,City of Boston,A97,3,Dorchester,0.3724094,Quincy Str.,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,,X,X,,,0,0,16344.8684082031,529.790732070937,251,PARK_Maintenance_Region 5
-71.0587353454262,42.3110098049726,33,,,7851,Deer Street Park,City of Boston,A97,3,Dorchester,0.24478116,Opposite 34 Deer Str.,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,,X,X,,,0,0,10740.0944824219,487.057189419263,080,PARK_Maintenance_Region 2
-71.0534605958159,42.3071897166582,34,,,7852,Savin Hill Beach,Commonwealth of Massachusetts,A97,2,Dorchester,2.98993894,,Open Space District,"Parkways, Reservations & Beaches",DCR,,X,X,,,0,0,149575.529052734,3618.98297513673,,INFO_Reallocation From Dept
-71.0643115471995,42.3084932632228,35,,,7853,Coppens Square,City of Boston,A97,1,Dorchester,0.35701954,Opposite 344 Bowdoin Str.,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,Rev. Francis X. Coppens Square,BPRD,0,0,15552.0478515625,489.71374069705,070,PARK_Maintenance_Region 2
-71.0400705843937,42.3199041208363,36,,,7854,Old Harbor Park,Commonwealth of Massachusetts,A97/LWCF/Ch91,2,Dorchester,7.99,,Commercial/Office/Business District,"Parkways, Reservations & Beaches",DCR,,X,X,,,0,0,350398.299560547,6687.04662351106,,INFO_Reallocation From Dept
-71.0660930320125,42.3591989769465,43,,,7861,Myrtle Street Playground,City of Boston,A97,3,Back Bay/Beacon Hill,0.14766565,Opposite 28 Phillips Str.,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,,X,X,,,0,0,7001.40869140625,342.298423096947,212,PARK_Maintenance_Region 1
-71.086608119146,42.2717687915695,174,,,7995,Gladeside II,Private,,6,Mattapan,0.89854126,,Residential District,Urban Wilds & Natural Areas,NULL,,N,,,,0,0,39141.1538085938,919.392210954101,,INFO_Reallocation From Dept
-71.0525507544816,42.3089342367075,37,,,7855,McConnell Park,City of Boston,A97,3,Dorchester,6.76,28 Denny Str./Playstead Rd,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,McConnell Plgd,BPRD,0,0,294548.781494141,3157.21967904741,191,PARK_Maintenance_Region 2
-71.0660755844078,42.3547866271234,38,,,7856,Boston Common,City of Boston,A97/NHL,3,Back Bay/Beacon Hill,45.74,139 Tremont Str. @VIC,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,,0,0,1992352.51513672,6329.29865579497,027,PARK_Maintenance_Region 1
-71.0659576955659,42.3529253373505,39,,,7857,Central Burying Ground,City of Boston,A97/NHL/PR/BL,4,Back Bay/Beacon Hill,1.49,Opposite 123 Boylston Str.,Open Space District,Cemeteries & Burying Grounds,BPRD,BPRD,X,X,,,0,0,64864.228515625,1105.08148805798,047,PARK_Cemetery Maintenance Request
-71.0697954336088,42.3536317851932,40,,,7858,Public Garden,City of Boston,A97,3,Back Bay/Beacon Hill,23.51,"Boylston, Arlington, Charles",Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,,0,0,1023949.01000977,4131.46132622743,246,PARK_Maintenance_Region 1
-71.0687607738003,42.3584123356929,44,,,7862,Louisburg Square,Private,,1,Back Bay/Beacon Hill,0.32409576,,Residential District,"Malls, Squares & Plazas",NULL,,N,N,,,0,0,14117.8640136719,596.068478487795,,INFO_Reallocation From Dept
-71.0632522861851,42.3589796927668,45,,,7863,State House Park,Commonwealth of Massachusetts,,1,Back Bay/Beacon Hill,1.23870543,,Open Space District,"Malls, Squares & Plazas",NULL,,N,X,,,0,0,53958.9677734375,987.816357280394,,INFO_Reallocation From Dept
-71.0765047988721,42.3500092402366,46,,,7864,Copley Square Park,City of Boston,A97,1,Back Bay/Beacon Hill,1.85428821,St. James Ave.,Commercial/Office/Business District,"Malls, Squares & Plazas",BPRD,,X,X,,,0,0,80774.2299804688,1400.21641144659,069,PARK_Maintenance_Region 1
-71.0811126084746,42.3484746609656,47,,,7865,Prudential Center Plaza I,Private,,1,Back Bay/Beacon Hill,1.0626591,,Special District,"Malls, Squares & Plazas",NULL,,N,X,Boylston Str. Plaza,,0,0,46290.25390625,901.777139417274,,INFO_Reallocation From Dept
-71.0765828515743,42.3527991645742,48,,,7866,Clarendon Street Playlot,City of Boston,A97,3,Back Bay/Beacon Hill,0.33235436,,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,,X,X,,,0,0,14108.8996582031,475.648939315179,058,PARK_Maintenance_Region 1
-71.0620075671162,42.3601241471477,49,,,7867,Somerset Street Plaza,Commonwealth of Massachusetts,,1,Back Bay/Beacon Hill,0.93030039,,Special District,"Malls, Squares & Plazas",NULL,,N,X,,,0,0,29558.6127929688,854.777696731809,,INFO_Reallocation From Dept
-71.056954395415,42.366524309371,50,,,7868,DeFilippo Playground,City of Boston,A97,3,Central Boston,1.11555607,135 Prince Str.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,,X,X,,,0,0,48701.7104492188,969.026371928545,081,PARK_Maintenance_Region 1
-71.0558949939816,42.3674198439107,51,,,7869,Copp's Hill Burying Ground,City of Boston,A97/NRHP/PR,4,Central Boston,1.98141665,Opposite 34 Hull Str.,Open Space District,Cemeteries & Burying Grounds,BPRD,,X,X,,,0,0,86312.0434570312,1311.8593490699,071,PARK_Cemetery Maintenance Request
-71.0552710563002,42.3676671399603,52,,,7870,Copp's Hill Terrace,City of Boston,A97/NRHP,1,Central Boston,0.61198844,536 Commericial Str.,Open Space District,"Malls, Squares & Plazas",BPRD,,X,X,,,0,0,26658.6906738281,682.85745639086,072,PARK_Maintenance_Region 1
-71.0532355105833,42.3668536582412,54,,,7872,Charter Street Park,City of Boston,A97,3,Central Boston,0.23534031,Opposite 26 Charter Str.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,,X,X,,,0,0,10397.58203125,495.821153685783,052,PARK_Maintenance_Region 1
-71.0536340447951,42.3657632370897,55,,,7873,Paul Revere Mall,City of Boston,A97,1,Central Boston,0.86,370 Hanover Street,Open Space District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,"The Prado;  Webster Avenue Playground",BPRD,0,0,37335.7238769531,1239.51940482553,231,PARK_Maintenance_Region 1
-71.0544498837835,42.3650329610345,56,,,7874,Polcari Park,City of Boston,A97,3,Central Boston,0.28857259,Opposite 44 Prince Str.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,,X,X,,,0,0,12149.8793945312,522.716715536562,240,PARK_Maintenance_Region 1
-71.0564237317408,42.363574325181,57,,,7875,Cutillo Park,City of Boston,A97,3,Central Boston,0.28491861,Opposite 15 Stillman Str.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,,X,X,,,0,0,12603.5688476562,505.561349423934,077,PARK_Maintenance_Region 1
-71.059380715536,42.3604982101145,58,,,7876,City Hall Plaza,BRA,A97,1,Central Boston,5.93146518,,Open Space District,"Malls, Squares & Plazas",NULL,,X,X,City Hall Square,,0,0,261953.204345703,2862.08189895362,,PARK_Maintenance_Ground Maintenance
-71.0623569052497,42.3615683232768,59,,,7877,Cardinal Cushing Park I,BRA,,1,Central Boston,0.35,"IFO 15 New Chardon Street (""One Bowdoin Square"")",Open Space District,"Malls, Squares & Plazas",NULL,,N,X,,,0,0,15275.9174804688,486.708447072343,,PARK_Maintenance_Region 1
-71.0556138743735,42.3562870945592,60,,,7878,Norman B. Leventhal Park,Private,Agrmnt,3,Central Boston,1.54521864,130 Congress Str.,Commercial/Office/Business District,"Parks, Playgrounds & Athletic Fields",BRA,Private,X,X,Post Office Square Park,,0,0,67117.2043457031,1073.31583322921,,INFO_Reallocation From Dept
-71.0605141543827,42.3589343538519,61,,,7879,Pemberton Square I,BRA,,1,Central Boston,0.18485239,,Open Space District,"Malls, Squares & Plazas",NULL,,N,X,,,0,0,8052.3125,379.317849576168,,INFO_Reallocation From Dept
-71.0615199256734,42.3483024261077,70,,,7888,Tai Tung Park,City of Boston,A97,3,Central Boston,0.03323863,"110 Tyler Street, Corner w/Tai Tung St.",Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,,X,X,Tai Tung Tot Lot,,0,0,1458.97265625,185.311413417325,299,PARK_Maintenance_Region 1
-71.0638934466315,42.3474126096022,71,,,7889,Pine Street Park,BRA,,3,Central Boston,0.27166117,,Residential District,"Parks, Playgrounds & Athletic Fields",NULL,,N,,,,0,0,12309.1794433594,543.203010941711,,PARK_Maintenance_Ground Maintenance
-71.0605240273184,42.3595243366714,62,,,7880,Pemberton Square II,City of Boston,,1,Central Boston,1.06216494,,Open Space District,"Malls, Squares & Plazas",NULL,,N,X,,,0,0,46268.7197265625,1543.07736164533,,INFO_Reallocation From Dept
-71.0561508750158,42.3571152592318,63,,,7881,Angell Memorial Square,City of Boston,A97,1,Central Boston,0.17663084,Congress Str.,Commercial/Office/Business District,"Malls, Squares & Plazas",BPRD,,X,X,,,0,0,7694.17626953125,390.127312104151,010,PARK_Maintenance_Ground Maintenance
-71.0571471811009,42.3610041941763,64,,,7882,Union Street Park I,BRA,A97,1,Central Boston,0.51,Between Union Street & Congress Street opposite City Hall,Open Space District,"Malls, Squares & Plazas",NULL,BPRD,X,X,"Holocaust Memorial;  Curley Memorial",BRA,0,0,22141.7309570312,908.922201133903,,PARK_Maintenance_Ground Maintenance
-71.0560701726489,42.3685824413801,65,,,7883,Langone Park,City of Boston,A97/Ch91/WPA,3,Central Boston,2.18,529 Commercial Str.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,,X,X,,,0,0,95123.37109375,1350.23920436565,175,PARK_Maintenance_Region 1
-71.0586067600035,42.3573147972752,66,,,7884,School Street Park,BRA,,1,Central Boston,0.08,Opposite 308 Washington St,Special District,"Malls, Squares & Plazas",NULL,Private,N,X,,,0,0,3257.80810546875,246.63479062679,,INFO_Reallocation From Dept
-71.0580973079389,42.3680075171059,67,,,7885,Prince Street Park,Commonwealth of Massachusetts,A97/Ch91/WPA,2,Central Boston,1.28,,Open Space District,"Parkways, Reservations & Beaches",DCR,,X,X,,,0,0,55927.8071289062,2133.61024458381,,INFO_Reallocation From Dept
-71.052232373644,42.3620921658685,68,,,7886,Ausonia Plaza,BRA,,1,Central Boston,0.19623955,,Residential District,"Malls, Squares & Plazas",NULL,,N,X,,,0,0,8329.9345703125,368.382973607104,,INFO_Reallocation From Dept
-71.0535271382295,42.3635483775253,69,,,7887,Rachel Revere Square,City of Boston,A97,1,Central Boston,0.07859187,210 North St.,Open Space District,"Malls, Squares & Plazas",BPRD,,X,X,,,0,0,3500.36987304688,238.44330587841,252,PARK_Maintenance_Region 1
-71.0541553514318,42.3600901212616,72,,,7890,Quincy Market Square,BRA,,1,Central Boston,1.56,,Commercial/Office/Business District,"Malls, Squares & Plazas",NULL,Private,N,X,Quincy Market,,0,0,67903.1413574219,3500.21832027624,,INFO_Reallocation From Dept
-71.0577040726917,42.3547731353923,73,,,7891,Winthrop Square,City of Boston,,1,Central Boston,0.16,,Commercial/Office/Business District,"Malls, Squares & Plazas",NULL,,N,X,,,0,0,7026.90112304688,349.83605667342,,INFO_Reallocation From Dept
-71.0683770243629,42.3794898606264,74,,,7892,Edwards Playground,City of Boston,A97,3,Charlestown,1.34,10 Eden Str.,Commercial/Office/Business District,"Parks, Playgrounds & Athletic Fields",BPRD,,X,X,McCarthy-Eden Plgd,,0,0,58311.892578125,1051.74273865073,101,PARK_Maintenance_Region 1
-71.0619076556445,42.371656723953,75,,,7893,City Square,Commonwealth of Massachusetts,A97/LL,1,Charlestown,1.21,,Open Space District,"Malls, Squares & Plazas",DCR,,X,X,,,0,0,52650.4597167969,912.826570600629,,INFO_Reallocation From Dept
-71.0624905123165,42.3726304069343,76,,,7894,John Harvard Mall,City of Boston,A97,1,Charlestown,0.82977059,,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,,BPRD,0,0,36145.44921875,934.550479632833,145,PARK_Maintenance_Region 1
-71.0623283660199,42.3701075287553,77,,,7895,Paul Revere Park,Commonwealth of Massachusetts,A97,2,Charlestown,6.40013027,,Open Space District,"Parkways, Reservations & Beaches",DCR,,X,X,,,0,0,278794.612548828,2132.10614660643,,INFO_Reallocation From Dept
-71.059565590272,42.3809224292027,78,,,7896,Charlestown HS Athletic Fields,City of Boston,Ch91/WPA,3,Charlestown,10.42,Opposite 240 Medford St,Open Space District,"Parks, Playgrounds & Athletic Fields",NULL,BPRD,N,X,Little Mystic Harborwalk,,0,0,453734.609375,5785.19368142398,051,PARK_Maintenance_Region 1
-71.071592145434,42.3858509225079,79,,,7897,Ryan Playground,City of Boston,A97/Ch91/WPA,3,Charlestown,8.78,62 Alford Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,,X,X,,,0,0,382283.079101562,2922.47871315916,274,PARK_Maintenance_Region 1
-71.0715186467344,42.3829856831446,80,,,7898,Gardens for Charlestown,Private,Land Trust,5,Charlestown,0.36291476,,Commercial/Office/Business District,Community Gardens,NULL,,N,,Sullivan Sq. CG,,0,0,15808.8481445312,512.373704203681,,INFO_Reallocation From Dept
-71.0535366533574,42.3794895152512,81,,,7899,Barry Playground,City of Boston,A97/Ch91/WPA,3,Charlestown,3.32,41 Medford St,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,,X,X,,,0,0,154686.395019531,1668.70186431338,015,PARK_Maintenance_Region 1
-71.0676816456587,42.3822090572861,82,,,7900,Doherty Playground,City of Boston,A97/USH,3,Charlestown,3.02175616,349 Bunker Hill Str.,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,,X,X,,,0,0,163447.620849609,1672.62159621595,087,PARK_Maintenance_Region 1
-71.0656394874384,42.381777233235,83,,,7901,St Francis De Sales Cemetery,Private,,4,Charlestown,1.79538401,,Residential District,Cemeteries & Burying Grounds,NULL,,N,,,,0,0,78208.3181152344,1357.77016041397,,INFO_Reallocation From Dept
-71.0608536383293,42.3762104992967,84,,,7902,Bunker Hill Monument,United States of America,NRHP/PR,1,Charlestown,3.75283998,,Residential District,"Malls, Squares & Plazas",National Park Service,,X,X,Monument Sq.,,0,0,163476.615966797,1620.87618816794,,INFO_Reallocation From Dept
-71.0677059686331,42.3763746537612,85,,,7903,Phipp's Street Burying Ground,City of Boston,Ch114S7/A97,4,Charlestown,1.7478712,,Residential District,Cemeteries & Burying Grounds,BPRD,,X,A,,,0,0,74996.5734863281,1071.11925589519,238,PARK_Maintenance_Ground Maintenance
-71.0601312214646,42.3743479535056,86,,,7904,Winthrop Square,City of Boston,A97,1,Charlestown,0.9,"Winthrop, Common, Adams Sts.",Residential District,"Malls, Squares & Plazas",BPRD,,X,X,Training Field,,0,0,39238.9711914062,753.054850965781,326,PARK_Maintenance_Region 1
-71.0568060226,42.3767854512398,87,,,7905,Hayes Square,City of Boston,A97,1,Charlestown,0.17470544,Between Bunker Hill and Vine St.,Commercial/Office/Business District,"Malls, Squares & Plazas",BPRD,,X,X,,,0,0,7610.30444335938,378.056150785976,148,PARK_Maintenance_Region 1
-71.0582727698292,42.3819078591209,88,,,7906,Charlestown Sprouts Garden,City of Boston,,5,Charlestown,0.48,,Open Space District,Community Gardens,NULL,,N,,,,0,0,20758.9040527344,558.926316024754,,PARK_Maintenance_Region 1
-71.014933529004,42.3825403259347,92,,,7910,Temple Ohabei Shalom Cemetery,Private,,4,East Boston,2.33948186,,Open Space District,Cemeteries & Burying Grounds,NULL,,N,,,,0,0,101909.642089844,1291.84811222588,,INFO_Reallocation From Dept
-71.016759041548,42.3836942988644,93,,,7911,Cuneo Park,City of Boston,A97,3,East Boston,0.23067238,,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,,X,X,Saratoga St. Play Area,,0,0,10048.2678222656,400.930101724585,074,PARK_Maintenance_Region 1
-71.0209839699842,42.3809322436507,94,,,7912,Bennington Street Cemetery,City of Boston,Ch114S7/A97,4,East Boston,3.58974149,Opposite 490 Bennington Str.,Open Space District,Cemeteries & Burying Grounds,BPRD,,X,A,,,0,0,156371.919433594,1595.04862848174,022,PARK_Cemetery Maintenance Request
-71.0294949651834,42.3819641850973,95,,,7913,American Legion Playground,City of Boston,A97,3,East Boston,3.38388095,24 Glendon Str.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,,X,X,,,0,0,147249.758300781,1538.69094244443,009,PARK_Maintenance_Region 1
-71.0309341851604,42.3810798294071,96,,,7914,Prescott Square,City of Boston,A97,1,East Boston,0.27780017,Between Trenton and Eagle St.,Open Space District,"Malls, Squares & Plazas",BPRD,,X,X,,,0,0,11965.5688476562,479.950343093222,245,PARK_Maintenance_Region 1
-70.966020482584,42.3206639543634,126,,,7944,Long Island,City of Boston,Ch91/WPA,2,Harbor Islands,225.18566635,,Commercial/Office/Business District,"Parkways, Reservations & Beaches",NULL,,N,X,,,0,0,9809262.0168457,20824.5934618479,,INFO_Reallocation From Dept
-71.0301173568371,42.3717806042889,89,,,7907,East Boston Memorial Park I,City of Boston,A97,3,East Boston,14.79060502,,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,,X,X,Satori Stadium,,0,0,770074.516601562,7044.28157985143,098,PARK_Maintenance_Region 1
-71.0104789040141,42.3882849991763,90,,,7908,Noyes Playground,City of Boston,A97,3,East Boston,8.22374845,86 Boardman St.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,,X,X,,,0,0,362270.835205078,2733.82109637144,216,PARK_Maintenance_Region 1
